Id,Category
2998,4
2999,8
3000,1
3001,8
3002,9
3003,2
3004,7
3005,1
3006,4
3007,9
3008,6
3009,2
3010,4
3011,1
3012,8
3013,6
3014,2
3015,7
3016,2
3017,7
3018,4
3019,5
3020,5
3021,7
3022,2
3023,2
3024,1
3025,2
3026,3
3027,5
3028,8
3029,6
3030,9
3031,5
3032,5
3033,1
3034,9
3035,5
3036,8
3037,4
3038,1
3039,3
3040,0
3041,3
3042,9
3043,5
3044,6
3045,5
3046,1
3047,0
3048,9
3049,2
3050,0
3051,5
3052,4
3053,9
3054,8
3055,7
3056,9
3057,1
3058,3
3059,0
3060,8
3061,7
3062,8
3063,6
3064,2
3065,3
3066,2
3067,5
3068,7
3069,5
3070,3
3071,0
3072,0
3073,5
3074,0
3075,1
3076,0
3077,7
3078,3
3079,2
3080,1
3081,6
3082,2
3083,0
3084,0
3085,9
3086,5
3087,1
3088,9
3089,2
3090,0
3091,1
3092,6
3093,8
3094,1
3095,9
3096,1
3097,7
3098,7
3099,5
3100,7
3101,1
3102,1
3103,9
3104,9
3105,3
3106,1
3107,6
3108,8
3109,4
3110,3
3111,8
3112,7
3113,8
3114,4
3115,6
3116,3
3117,1
3118,3
3119,2
3120,6
3121,5
3122,2
3123,6
3124,2
3125,9
3126,3
3127,1
3128,8
3129,0
3130,1
3131,6
3132,7
3133,0
3134,0
3135,9
3136,0
3137,2
3138,0
3139,6
3140,0
3141,1
3142,4
3143,8
3144,3
3145,3
3146,8
3147,1
3148,3
3149,0
3150,5
3151,9
3152,2
3153,7
3154,1
3155,2
3156,8
3157,3
3158,2
3159,8
3160,1
3161,0
3162,4
3163,1
3164,9
3165,7
3166,8
3167,5
3168,1
3169,3
3170,5
3171,9
3172,8
3173,3
3174,1
3175,2
3176,6
3177,0
3178,2
3179,3
3180,5
3181,7
3182,3
3183,8
3184,5
3185,5
3186,4
3187,6
3188,3
3189,0
3190,1
3191,0
3192,0
3193,1
3194,0
3195,7
3196,4
3197,7
3198,4
3199,6
3200,3
3201,9
3202,1
3203,7
3204,9
3205,7
3206,4
3207,7
3208,7
3209,7
3210,4
3211,7
3212,1
3213,9
3214,1
3215,3
3216,1
3217,1
3218,9
3219,7
3220,5
3221,6
3222,4
3223,9
3224,5
3225,9
3226,1
3227,8
3228,7
3229,7
3230,0
3231,1
3232,3
3233,1
3234,5
3235,1
3236,3
3237,6
3238,6
3239,9
3240,4
3241,1
3242,6
3243,1
3244,9
3245,2
3246,6
3247,1
3248,5
3249,3
3250,1
3251,7
3252,7
3253,0
3254,9
3255,2
3256,0
3257,8
3258,3
3259,5
3260,7
3261,0
3262,1
3263,7
3264,4
3265,7
3266,9
3267,3
3268,4
3269,8
3270,4
3271,9
3272,0
3273,1
3274,7
3275,3
3276,6
3277,4
3278,9
3279,9
3280,7
3281,7
3282,9
3283,7
3284,9
3285,9
3286,3
3287,9
3288,9
3289,2
3290,0
3291,8
3292,5
3293,7
3294,6
3295,5
3296,3
3297,1
3298,8
3299,8
3300,8
3301,8
3302,9
3303,9
3304,9
3305,1
3306,2
3307,1
3308,9
3309,3
3310,8
3311,3
3312,0
3313,6
3314,1
3315,6
3316,3
3317,8
3318,3
3319,0
3320,1
3321,1
3322,1
3323,4
3324,6
3325,8
3326,1
3327,3
3328,3
3329,3
3330,5
3331,2
3332,3
3333,8
3334,7
3335,1
3336,9
3337,1
3338,4
3339,0
3340,8
3341,1
3342,9
3343,4
3344,3
3345,9
3346,2
3347,9
3348,9
3349,5
3350,4
3351,2
3352,4
3353,3
3354,0
3355,1
3356,0
3357,6
3358,8
3359,5
3360,7
3361,9
3362,5
3363,3
3364,6
3365,1
3366,3
3367,4
3368,3
3369,6
3370,6
3371,6
3372,6
3373,3
3374,8
3375,7
3376,3
3377,0
3378,9
3379,2
3380,7
3381,2
3382,8
3383,0
3384,8
3385,9
3386,6
3387,6
3388,7
3389,9
3390,9
3391,1
3392,7
3393,2
3394,5
3395,0
3396,3
3397,9
3398,0
3399,8
3400,6
3401,4
3402,7
3403,7
3404,4
3405,5
3406,1
3407,4
3408,6
3409,2
3410,1
3411,2
3412,0
3413,7
3414,3
3415,8
3416,4
3417,7
3418,4
3419,3
3420,3
3421,5
3422,0
3423,5
3424,1
3425,9
3426,7
3427,7
3428,0
3429,9
3430,3
3431,7
3432,4
3433,6
3434,7
3435,0
3436,1
3437,6
3438,7
3439,6
3440,2
3441,3
3442,0
3443,2
3444,0
3445,7
3446,9
3447,9
3448,8
3449,1
3450,6
3451,0
3452,5
3453,9
3454,2
3455,9
3456,5
3457,2
3458,5
3459,2
3460,1
3461,7
3462,8
3463,3
3464,9
3465,7
3466,9
3467,4
3468,8
3469,2
3470,9
3471,3
3472,7
3473,3
3474,8
3475,7
3476,0
3477,9
3478,5
3479,1
3480,8
3481,1
3482,8
3483,2
3484,2
3485,0
3486,6
3487,5
3488,2
3489,7
3490,6
3491,8
3492,0
3493,3
3494,3
3495,5
3496,5
3497,5
3498,8
3499,5
3500,9
3501,4
3502,3
3503,7
3504,9
3505,6
3506,1
3507,5
3508,5
3509,1
3510,6
3511,7
3512,2
3513,1
3514,7
3515,3
3516,3
3517,2
3518,1
3519,5
3520,9
3521,7
3522,2
3523,7
3524,0
3525,3
3526,1
3527,2
3528,2
3529,5
3530,1
3531,6
3532,5
3533,0
3534,0
3535,1
3536,2
3537,3
3538,9
3539,3
3540,2
3541,9
3542,2
3543,1
3544,3
3545,9
3546,8
3547,9
3548,4
3549,4
3550,6
3551,8
3552,5
3553,3
3554,5
3555,1
3556,1
3557,4
3558,9
3559,7
3560,2
3561,1
3562,8
3563,8
3564,9
3565,9
3566,8
3567,5
3568,8
3569,8
3570,7
3571,1
3572,5
3573,0
3574,3
3575,8
3576,0
3577,2
3578,9
3579,0
3580,5
3581,6
3582,5
3583,1
3584,6
3585,0
3586,6
3587,1
3588,3
3589,0
3590,7
3591,7
3592,5
3593,3
3594,2
3595,0
3596,3
3597,1
3598,8
3599,3
3600,4
3601,3
3602,2
3603,8
3604,1
3605,0
3606,1
3607,8
3608,4
3609,8
3610,0
3611,4
3612,8
3613,1
3614,5
3615,4
3616,4
3617,6
3618,3
3619,6
3620,1
3621,4
3622,0
3623,3
3624,6
3625,1
3626,7
3627,0
3628,3
3629,2
3630,6
3631,7
3632,7
3633,3
3634,3
3635,7
3636,5
3637,4
3638,4
3639,9
3640,3
3641,8
3642,4
3643,9
3644,8
3645,9
3646,7
3647,0
3648,2
3649,8
3650,6
3651,1
3652,1
3653,1
3654,5
3655,6
3656,0
3657,8
3658,7
3659,9
3660,0
3661,7
3662,1
3663,9
3664,3
3665,9
3666,9
3667,6
3668,6
3669,6
3670,4
3671,0
3672,6
3673,0
3674,7
3675,1
3676,3
3677,1
3678,7
3679,3
3680,6
3681,2
3682,8
3683,8
3684,1
3685,2
3686,6
3687,6
3688,9
3689,0
3690,4
3691,9
3692,6
3693,1
3694,9
3695,7
3696,6
3697,7
3698,3
3699,3
3700,9
3701,1
3702,7
3703,8
3704,6
3705,4
3706,1
3707,7
3708,4
3709,6
3710,4
3711,0
3712,1
3713,9
3714,6
3715,3
3716,2
3717,8
3718,8
3719,5
3720,9
3721,9
3722,9
3723,4
3724,7
3725,5
3726,7
3727,1
3728,6
3729,1
3730,2
3731,6
3732,8
3733,5
3734,7
3735,8
3736,9
3737,1
3738,3
3739,0
3740,7
3741,9
3742,7
3743,1
3744,6
3745,6
3746,2
3747,9
3748,5
3749,2
3750,7
3751,7
3752,0
3753,0
3754,2
3755,6
3756,7
3757,6
3758,6
3759,1
3760,0
3761,1
3762,5
3763,4
3764,7
3765,0
3766,5
3767,9
3768,2
3769,8
3770,1
3771,1
3772,4
3773,9
3774,0
3775,8
3776,5
3777,5
3778,8
3779,2
3780,1
3781,5
3782,1
3783,5
3784,2
3785,4
3786,6
3787,9
3788,2
3789,1
3790,0
3791,5
3792,5
3793,9
3794,8
3795,9
3796,7
3797,4
3798,5
3799,5
3800,4
3801,7
3802,4
3803,6
3804,0
3805,3
3806,3
3807,0
3808,3
3809,7
3810,6
3811,6
3812,1
3813,5
3814,3
3815,4
3816,1
3817,1
3818,7
3819,9
3820,2
3821,5
3822,3
3823,8
3824,0
3825,3
3826,2
3827,7
3828,0
3829,7
3830,5
3831,0
3832,8
3833,9
3834,5
3835,9
3836,3
3837,2
3838,5
3839,6
3840,6
3841,7
3842,1
3843,7
3844,3
3845,1
3846,6
3847,5
3848,3
3849,4
3850,9
3851,5
3852,3
3853,0
3854,9
3855,8
3856,8
3857,7
3858,8
3859,9
3860,8
3861,4
3862,8
3863,0
3864,2
3865,7
3866,1
3867,9
3868,5
3869,8
3870,7
3871,8
3872,5
3873,1
3874,6
3875,8
3876,0
3877,6
3878,1
3879,9
3880,3
3881,6
3882,0
3883,0
3884,3
3885,1
3886,5
3887,9
3888,1
3889,4
3890,1
3891,8
3892,8
3893,8
3894,5
3895,4
3896,7
3897,4
3898,0
3899,3
3900,3
3901,8
3902,7
3903,9
3904,3
3905,3
3906,4
3907,9
3908,1
3909,8
3910,2
3911,1
3912,7
3913,7
3914,1
3915,4
3916,6
3917,8
3918,4
3919,7
3920,6
3921,3
3922,4
3923,3
3924,1
3925,1
3926,4
3927,5
3928,8
3929,5
3930,7
3931,9
3932,1
3933,3
3934,3
3935,2
3936,2
3937,0
3938,5
3939,4
3940,3
3941,1
3942,0
3943,3
3944,8
3945,1
3946,2
3947,9
3948,2
3949,5
3950,4
3951,4
3952,4
3953,9
3954,5
3955,1
3956,2
3957,6
3958,9
3959,4
3960,3
3961,2
3962,9
3963,9
3964,9
3965,1
3966,4
3967,0
3968,3
3969,9
3970,3
3971,8
3972,5
3973,0
3974,8
3975,5
3976,7
3977,9
3978,6
3979,3
3980,8
3981,7
3982,8
3983,9
3984,9
3985,1
3986,7
3987,8
3988,6
3989,8
3990,5
3991,9
3992,8
3993,3
3994,8
3995,3
3996,6
3997,9
3998,7
3999,7
4000,8
4001,7
4002,3
4003,7
4004,9
4005,0
4006,8
4007,1
4008,0
4009,2
4010,1
4011,8
4012,9
4013,4
4014,7
4015,7
4016,5
4017,6
4018,9
4019,9
4020,5
4021,0
4022,6
4023,8
4024,1
4025,9
4026,5
4027,4
4028,7
4029,4
4030,2
4031,9
4032,0
4033,7
4034,9
4035,9
4036,7
4037,1
4038,1
4039,7
4040,6
4041,3
4042,9
4043,1
4044,1
4045,0
4046,8
4047,9
4048,1
4049,0
4050,3
4051,4
4052,4
4053,6
4054,7
4055,5
4056,2
4057,1
4058,0
4059,0
4060,7
4061,4
4062,8
4063,2
4064,4
4065,0
4066,2
4067,7
4068,8
4069,6
4070,6
4071,5
4072,5
4073,9
4074,8
4075,4
4076,5
4077,0
4078,9
4079,0
4080,0
4081,1
4082,7
4083,5
4084,8
4085,4
4086,2
4087,0
4088,8
4089,3
4090,6
4091,2
4092,5
4093,9
4094,9
4095,3
4096,6
4097,6
4098,7
4099,6
4100,7
4101,8
4102,0
4103,3
4104,9
4105,9
4106,0
4107,0
4108,0
4109,5
4110,6
4111,6
4112,2
4113,4
4114,3
4115,4
4116,1
4117,3
4118,5
4119,5
4120,1
4121,9
4122,0
4123,0
4124,5
4125,4
4126,0
4127,7
4128,5
4129,1
4130,6
4131,9
4132,1
4133,7
4134,4
4135,4
4136,1
4137,7
4138,8
4139,3
4140,7
4141,7
4142,3
4143,4
4144,7
4145,3
4146,8
4147,5
4148,1
4149,3
4150,1
4151,7
4152,1
4153,3
4154,4
4155,9
4156,5
4157,5
4158,0
4159,7
4160,5
4161,8
4162,3
4163,0
4164,4
4165,6
4166,3
4167,6
4168,9
4169,0
4170,1
4171,8
4172,1
4173,7
4174,5
4175,6
4176,3
4177,8
4178,8
4179,2
4180,3
4181,7
4182,6
4183,7
4184,5
4185,2
4186,2
4187,4
4188,1
4189,5
4190,1
4191,9
4192,4
4193,1
4194,0
4195,8
4196,0
4197,3
4198,5
4199,1
4200,4
4201,6
4202,7
4203,6
4204,7
4205,6
4206,9
4207,5
4208,9
4209,0
4210,4
4211,8
4212,7
4213,3
4214,5
4215,8
4216,0
4217,9
4218,5
4219,4
4220,1
4221,9
4222,1
4223,9
4224,1
4225,1
4226,4
4227,1
4228,3
4229,8
4230,4
4231,3
4232,1
4233,0
4234,6
4235,4
4236,8
4237,3
4238,7
4239,1
4240,8
4241,0
4242,9
4243,0
4244,7
4245,3
4246,1
4247,3
4248,5
4249,6
4250,0
4251,8
4252,8
4253,2
4254,6
4255,7
4256,4
4257,3
4258,6
4259,2
4260,2
4261,2
4262,1
4263,3
4264,2
4265,5
4266,1
4267,8
4268,3
4269,4
4270,7
4271,8
4272,0
4273,6
4274,2
4275,7
4276,6
4277,1
4278,7
4279,4
4280,3
4281,0
4282,1
4283,8
4284,8
4285,4
4286,5
4287,1
4288,9
4289,4
4290,6
4291,4
4292,5
4293,1
4294,3
4295,3
4296,5
4297,4
4298,7
4299,4
4300,9
4301,7
4302,1
4303,6
4304,6
4305,9
4306,2
4307,7
4308,8
4309,2
4310,9
4311,0
4312,3
4313,8
4314,1
4315,3
4316,1
4317,2
4318,4
4319,2
4320,7
4321,1
4322,7
4323,8
4324,3
4325,5
4326,9
4327,5
4328,1
4329,8
4330,3
4331,4
4332,1
4333,2
4334,9
4335,3
4336,5
4337,9
4338,2
4339,1
4340,9
4341,2
4342,9
4343,4
4344,7
4345,2
4346,3
4347,7
4348,1
4349,9
4350,2
4351,7
4352,2
4353,6
4354,6
4355,5
4356,1
4357,0
4358,5
4359,3
4360,6
4361,1
4362,7
4363,3
4364,1
4365,8
4366,7
4367,6
4368,7
4369,6
4370,9
4371,8
4372,2
4373,1
4374,5
4375,1
4376,1
4377,2
4378,5
4379,5
4380,9
4381,5
4382,7
4383,7
4384,7
4385,8
4386,7
4387,6
4388,7
4389,4
4390,4
4391,9
4392,9
4393,7
4394,0
4395,7
4396,1
4397,0
4398,5
4399,6
4400,4
4401,4
4402,9
4403,6
4404,3
4405,0
4406,3
4407,2
4408,2
4409,1
4410,5
4411,7
4412,9
4413,9
4414,1
4415,2
4416,6
4417,4
4418,9
4419,2
4420,9
4421,6
4422,6
4423,9
4424,7
4425,1
4426,0
4427,7
4428,1
4429,7
4430,5
4431,3
4432,1
4433,0
4434,8
4435,2
4436,3
4437,0
4438,5
4439,1
4440,5
4441,6
4442,0
4443,5
4444,2
4445,2
4446,8
4447,5
4448,3
4449,0
4450,7
4451,7
4452,8
4453,4
4454,2
4455,0
4456,2
4457,0
4458,4
4459,2
4460,0
4461,6
4462,2
4463,1
4464,3
4465,3
4466,3
4467,2
4468,7
4469,3
4470,0
4471,1
4472,4
4473,4
4474,1
4475,8
4476,4
4477,9
4478,2
4479,1
4480,7
4481,6
4482,5
4483,8
4484,7
4485,8
4486,6
4487,2
4488,3
4489,7
4490,1
4491,8
4492,8
4493,4
4494,6
4495,6
4496,1
4497,5
4498,6
4499,6
4500,5
4501,4
4502,1
4503,6
4504,0
4505,0
4506,5
4507,1
4508,4
4509,8
4510,0
4511,8
4512,7
4513,6
4514,8
4515,1
4516,1
4517,8
4518,0
4519,9
4520,8
4521,5
4522,0
4523,6
4524,5
4525,5
4526,4
4527,8
4528,9
4529,9
4530,8
4531,4
4532,8
4533,3
4534,3
4535,8
4536,2
4537,7
4538,5
4539,1
4540,4
4541,0
4542,3
4543,2
4544,4
4545,2
4546,8
4547,8
4548,1
4549,6
4550,7
4551,7
4552,0
4553,6
4554,5
4555,2
4556,6
4557,5
4558,9
4559,3
4560,0
4561,4
4562,5
4563,5
4564,3
4565,1
4566,2
4567,0
4568,4
4569,6
4570,8
4571,2
4572,6
4573,7
4574,0
4575,1
4576,3
4577,3
4578,1
4579,5
4580,6
4581,2
4582,0
4583,0
4584,7
4585,2
4586,2
4587,4
4588,3
4589,2
4590,4
4591,6
4592,6
4593,5
4594,7
4595,7
4596,1
4597,6
4598,2
4599,9
4600,9
4601,7
4602,9
4603,2
4604,6
4605,6
4606,4
4607,1
4608,1
4609,1
4610,7
4611,1
4612,8
4613,5
4614,1
4615,7
4616,2
4617,9
4618,8
4619,2
4620,5
4621,4
4622,8
4623,9
4624,3
4625,5
4626,3
4627,2
4628,3
4629,3
4630,5
4631,5
4632,0
4633,1
4634,8
4635,0
4636,4
4637,1
4638,8
4639,0
4640,1
4641,3
4642,9
4643,1
4644,4
4645,5
4646,4
4647,7
4648,9
4649,1
4650,3
4651,2
4652,0
4653,1
4654,5
4655,0
4656,6
4657,2
4658,6
4659,5
4660,0
4661,5
4662,1
4663,4
4664,2
4665,0
4666,5
4667,1
4668,9
4669,2
4670,8
4671,8
4672,2
4673,3
4674,7
4675,8
4676,1
4677,3
4678,6
4679,3
4680,1
4681,3
4682,0
4683,7
4684,7
4685,0
4686,1
4687,8
4688,1
4689,7
4690,9
4691,7
4692,8
4693,7
4694,9
4695,0
4696,2
4697,7
4698,3
4699,0
4700,7
4701,1
4702,4
4703,2
4704,5
4705,0
4706,3
4707,9
4708,7
4709,3
4710,5
4711,1
4712,9
4713,8
4714,9
4715,2
4716,0
4717,8
4718,0
4719,4
4720,7
4721,3
4722,7
4723,4
4724,3
4725,0
4726,2
4727,1
4728,0
4729,8
4730,2
4731,9
4732,2
4733,8
4734,0
4735,6
4736,0
4737,5
4738,8
4739,2
4740,1
4741,6
4742,6
4743,9
4744,0
4745,3
4746,3
4747,3
4748,8
4749,9
4750,5
4751,5
4752,1
4753,2
4754,2
4755,0
4756,4
4757,8
4758,6
4759,2
4760,1
4761,5
4762,9
4763,8
4764,5
4765,6
4766,1
4767,4
4768,0
4769,8
4770,2
4771,4
4772,3
4773,7
4774,6
4775,5
4776,6
4777,3
4778,6
4779,5
4780,7
4781,8
4782,0
4783,1
4784,0
4785,1
4786,2
4787,0
4788,5
4789,2
4790,7
4791,2
4792,4
4793,4
4794,8
4795,5
4796,4
4797,0
4798,2
4799,4
4800,9
4801,3
4802,4
4803,0
4804,2
4805,8
4806,1
4807,8
4808,7
4809,4
4810,3
4811,9
4812,7
4813,5
4814,0
4815,7
4816,4
4817,4
4818,1
4819,7
4820,6
4821,5
4822,8
4823,3
4824,1
4825,2
4826,7
4827,7
4828,0
4829,5
4830,9
4831,2
4832,7
4833,9
4834,6
4835,7
4836,7
4837,4
4838,0
4839,5
4840,6
4841,0
4842,3
4843,5
4844,7
4845,6
4846,1
4847,5
4848,5
4849,2
4850,6
4851,9
4852,5
4853,9
4854,3
4855,9
4856,0
4857,0
4858,4
4859,0
4860,6
4861,9
4862,9
4863,8
4864,3
4865,2
4866,5
4867,2
4868,4
4869,9
4870,4
4871,1
4872,4
4873,9
4874,2
4875,1
4876,5
4877,1
4878,8
4879,0
4880,7
4881,3
4882,3
4883,8
4884,4
4885,3
4886,7
4887,5
4888,9
4889,1
4890,2
4891,8
4892,9
4893,0
4894,8
4895,0
4896,0
4897,7
4898,2
4899,9
4900,7
4901,4
4902,4
4903,1
4904,7
4905,2
4906,2
4907,4
4908,7
4909,6
4910,4
4911,9
4912,7
4913,6
4914,6
4915,6
4916,9
4917,5
4918,2
4919,2
4920,1
4921,6
4922,1
4923,3
4924,8
4925,6
4926,9
4927,7
4928,6
4929,9
4930,1
4931,1
4932,8
4933,1
4934,0
4935,5
4936,6
4937,1
4938,4
4939,0
4940,1
4941,0
4942,4
4943,0
4944,9
4945,1
4946,9
4947,8
4948,9
4949,2
4950,1
4951,7
4952,3
4953,7
4954,4
4955,1
4956,3
4957,4
4958,6
4959,4
4960,4
4961,5
4962,7
4963,2
4964,9
4965,8
4966,7
4967,7
4968,3
4969,4
4970,9
4971,1
4972,1
4973,5
4974,0
4975,8
4976,3
4977,0
4978,5
4979,3
4980,6
4981,1
4982,7
4983,4
4984,3
4985,1
4986,2
4987,6
4988,1
4989,5
4990,3
4991,7
4992,3
4993,3
4994,2
4995,3
4996,1
4997,6
4998,5
4999,4
5000,2
5001,2
5002,0
5003,9
5004,6
5005,2
5006,7
5007,2
5008,5
5009,2
5010,9
5011,4
5012,9
5013,4
5014,3
5015,6
5016,4
5017,7
5018,9
5019,5
5020,1
5021,5
5022,4
5023,8
5024,5
5025,2
5026,4
5027,3
5028,7
5029,1
5030,9
5031,9
5032,7
5033,2
5034,9
5035,2
5036,1
5037,7
5038,3
5039,9
5040,4
5041,9
5042,3
5043,3
5044,7
5045,7
5046,9
5047,9
5048,6
5049,8
5050,0
5051,2
5052,0
5053,0
5054,5
5055,9
5056,0
5057,2
5058,8
5059,9
5060,0
5061,8
5062,3
5063,3
5064,6
5065,4
5066,0
5067,6
5068,6
5069,8
5070,1
5071,6
5072,1
5073,1
5074,0
5075,2
5076,7
5077,4
5078,2
5079,6
5080,0
5081,2
5082,6
5083,0
5084,8
5085,0
5086,6
5087,2
5088,3
5089,4
5090,8
5091,1
5092,6
5093,1
5094,1
5095,5
5096,5
5097,9
5098,5
5099,5
5100,9
5101,9
5102,6
5103,6
5104,2
5105,3
5106,3
5107,4
5108,5
5109,4
5110,3
5111,3
5112,4
5113,9
5114,4
5115,3
5116,0
5117,6
5118,8
5119,7
5120,6
5121,6
5122,2
5123,3
5124,5
5125,6
5126,6
5127,3
5128,5
5129,6
5130,9
5131,9
5132,1
5133,7
5134,8
5135,6
5136,0
5137,9
5138,8
5139,7
5140,8
5141,6
5142,4
5143,2
5144,0
5145,9
5146,6
5147,3
5148,0
5149,6
5150,8
5151,3
5152,7
5153,4
5154,2
5155,8
5156,4
5157,1
5158,2
5159,8
5160,2
5161,2
5162,9
5163,9
5164,9
5165,9
5166,8
5167,7
5168,1
5169,8
5170,9
5171,5
5172,7
5173,8
5174,4
5175,5
5176,0
5177,9
5178,1
5179,6
5180,5
5181,9
5182,8
5183,1
5184,1
5185,1
5186,1
5187,7
5188,9
5189,0
5190,1
5191,9
5192,6
5193,8
5194,8
5195,5
5196,8
5197,5
5198,0
5199,2
5200,4
5201,8
5202,3
5203,6
5204,0
5205,3
5206,1
5207,8
5208,9
5209,4
5210,9
5211,9
5212,0
5213,2
5214,2
5215,9
5216,0
5217,3
5218,2
5219,2
5220,1
5221,9
5222,9
5223,3
5224,3
5225,2
5226,8
5227,8
5228,6
5229,9
5230,8
5231,0
5232,3
5233,5
5234,9
5235,7
5236,4
5237,8
5238,1
5239,1
5240,7
5241,9
5242,5
5243,3
5244,1
5245,3
5246,8
5247,2
5248,9
5249,7
5250,7
5251,9
5252,5
5253,1
5254,5
5255,9
5256,7
5257,2
5258,8
5259,6
5260,7
5261,7
5262,4
5263,0
5264,7
5265,4
5266,1
5267,7
5268,2
5269,1
5270,3
5271,4
5272,9
5273,5
5274,1
5275,3
5276,3
5277,8
5278,9
5279,9
5280,0
5281,8
5282,2
5283,2
5284,0
5285,6
5286,4
5287,5
5288,9
5289,2
5290,4
5291,9
5292,4
5293,5
5294,1
5295,3
5296,8
5297,2
5298,5
5299,4
5300,1
5301,1
5302,1
5303,8
5304,7
5305,3
5306,3
5307,8
5308,5
5309,9
5310,7
5311,0
5312,5
5313,5
5314,3
5315,0
5316,7
5317,1
5318,7
5319,1
5320,4
5321,1
5322,3
5323,3
5324,3
5325,1
5326,9
5327,1
5328,8
5329,1
5330,5
5331,2
5332,6
5333,1
5334,6
5335,8
5336,5
5337,9
5338,5
5339,7
5340,5
5341,3
5342,4
5343,4
5344,9
5345,4
5346,3
5347,3
5348,7
5349,4
5350,7
5351,9
5352,8
5353,2
5354,3
5355,7
5356,3
5357,7
5358,7
5359,3
5360,9
5361,1
5362,6
5363,2
5364,8
5365,5
5366,0
5367,0
5368,8
5369,8
5370,7
5371,6
5372,4
5373,8
5374,2
5375,1
5376,1
5377,3
5378,6
5379,2
5380,0
5381,9
5382,8
5383,8
5384,5
5385,4
5386,6
5387,2
5388,1
5389,5
5390,7
5391,0
5392,7
5393,1
5394,1
5395,5
5396,0
5397,1
5398,8
5399,9
5400,1
5401,4
5402,1
5403,7
5404,3
5405,9
5406,7
5407,3
5408,1
5409,3
5410,9
5411,6
5412,2
5413,0
5414,9
5415,1
5416,0
5417,7
5418,6
5419,3
5420,4
5421,6
5422,9
5423,2
5424,5
5425,9
5426,9
5427,1
5428,8
5429,3
5430,7
5431,0
5432,9
5433,1
5434,1
5435,9
5436,5
5437,3
5438,0
5439,3
5440,1
5441,2
5442,5
5443,9
5444,0
5445,1
5446,8
5447,6
5448,5
5449,1
5450,5
5451,8
5452,8
5453,2
5454,2
5455,7
5456,7
5457,9
5458,4
5459,6
5460,5
5461,8
5462,2
5463,4
5464,1
5465,8
5466,2
5467,3
5468,3
5469,4
5470,2
5471,9
5472,6
5473,2
5474,5
5475,7
5476,2
5477,9
5478,4
5479,5
5480,3
5481,5
5482,2
5483,4
5484,4
5485,7
5486,5
5487,2
5488,9
5489,4
5490,8
5491,5
5492,9
5493,9
5494,7
5495,5
5496,2
5497,1
5498,5
5499,4
5500,9
5501,8
5502,9
5503,1
5504,4
5505,5
5506,0
5507,1
5508,9
5509,7
5510,1
5511,7
5512,6
5513,9
5514,5
5515,3
5516,4
5517,6
5518,2
5519,1
5520,2
5521,8
5522,0
5523,6
5524,4
5525,2
5526,6
5527,8
5528,7
5529,8
5530,4
5531,9
5532,7
5533,6
5534,7
5535,4
5536,6
5537,1
5538,0
5539,9
5540,2
5541,4
5542,0
5543,6
5544,8
5545,3
5546,7
5547,1
5548,8
5549,1
5550,4
5551,7
5552,3
5553,1
5554,8
5555,5
5556,6
5557,7
5558,4
5559,7
5560,9
5561,1
5562,4
5563,9
5564,3
5565,0
5566,3
5567,0
5568,8
5569,7
5570,8
5571,1
5572,9
5573,3
5574,1
5575,8
5576,9
5577,3
5578,3
5579,9
5580,3
5581,0
5582,9
5583,6
5584,4
5585,8
5586,4
5587,4
5588,0
5589,8
5590,7
5591,6
5592,5
5593,2
5594,0
5595,4
5596,7
5597,9
5598,6
5599,2
5600,9
5601,0
5602,6
5603,0
5604,4
5605,8
5606,6
5607,8
5608,2
5609,0
5610,7
5611,1
5612,0
5613,6
5614,5
5615,5
5616,5
5617,2
5618,2
5619,5
5620,3
5621,5
5622,9
5623,1
5624,3
5625,1
5626,6
5627,2
5628,2
5629,4
5630,4
5631,4
5632,9
5633,2
5634,9
5635,8
5636,2
5637,5
5638,0
5639,8
5640,2
5641,7
5642,5
5643,6
5644,6
5645,2
5646,1
5647,0
5648,2
5649,3
5650,4
5651,3
5652,3
5653,3
5654,4
5655,5
5656,7
5657,7
5658,2
5659,2
5660,3
5661,6
5662,9
5663,8
5664,6
5665,9
5666,9
5667,5
5668,2
5669,7
5670,6
5671,0
5672,9
5673,9
5674,0
5675,6
5676,8
5677,1
5678,8
5679,3
5680,2
5681,8
5682,1
5683,8
5684,3
5685,5
5686,9
5687,4
5688,5
5689,1
5690,8
5691,6
5692,3
5693,0
5694,2
5695,4
5696,8
5697,9
5698,0
5699,2
5700,1
5701,4
5702,3
5703,2
5704,0
5705,6
5706,3
5707,5
5708,3
5709,5
5710,0
5711,3
5712,0
5713,6
5714,7
5715,7
5716,1
5717,8
5718,2
5719,7
5720,7
5721,6
5722,7
5723,4
5724,1
5725,9
5726,1
5727,2
5728,0
5729,7
5730,7
5731,3
5732,5
5733,9
5734,3
5735,1
5736,0
5737,3
5738,3
5739,5
5740,0
5741,6
5742,2
5743,6
5744,2
5745,2
5746,6
5747,8
5748,2
5749,6
5750,9
5751,0
5752,8
5753,6
5754,6
5755,3
5756,8
5757,7
5758,5
5759,0
5760,3
5761,2
5762,4
5763,9
5764,7
5765,2
5766,7
5767,2
5768,6
5769,5
5770,3
5771,6
5772,5
5773,2
5774,0
5775,2
5776,5
5777,3
5778,3
5779,5
5780,4
5781,7
5782,3
5783,7
5784,9
5785,8
5786,7
5787,2
5788,2
5789,8
5790,7
5791,0
5792,9
5793,0
5794,4
5795,7
